sample_id	Taxon ID	Scientific name	Taxonomic rank	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size (seq)	Filtered
marmgCAMI2_short_read_pooled_gold_standard_assembly	203692	Spirochaetia	class	0.9980981320433908	1.0	6354805	6342719	6342719	0.9333333333333333	1.0	15	14	14	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1937959	Saprospiria	class	1.0	1.0	4399929	4399929	4399929	1.0	1.0	9	9	9	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	200643	Bacteroidia	class	1.0	1.0	5132065	5132065	5132065	1.0	1.0	1	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	203490	Fusobacteriia	class	1.0	1.0	3132217	3132217	3132217	1.0	1.0	3	3	3	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	224756	Methanomicrobia	class	1.0	1.0	13295861	13295861	13295861	1.0	1.0	163	163	163	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	183968	Thermococci	class	0.9991575829204549	1.0	12684928	12674242	12674242	0.9963768115942029	1.0	276	275	275	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	183967	Thermoplasmata	class	1.0	1.0	1584791	1584791	1584791	1.0	1.0	1	1	1	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	84992	Acidimicrobiia	class	1.0	1.0	4830178	4830178	4830178	1.0	1.0	1	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	649775	Synergistia	class	1.0	1.0	1999613	1999613	1999613	1.0	1.0	2	2	2	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	183924	Thermoprotei	class	1.0	1.0	8254568	8254568	8254568	1.0	1.0	92	92	92	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1553900	Oligoflexia	class	1.0	1.0	6123638	6123638	6123638	1.0	1.0	133	133	133	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	91061	Bacilli	class	0.9944351016299564	1.0	36904178	36698810	36698810	0.9827760891590679	1.0	987	970	970	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	188787	Deinococci	class	0.9861597079135996	1.0	2300963	2269117	2269117	0.3333333333333333	1.0	3	1	1	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1760	Actinobacteria	class	0.9996511828213747	0.9996284762234857	61545134	61523666	61546532	0.9980525803310614	0.9990253411306043	1027	1025	1026	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	28221	Deltaproteobacteria	class	1.0	0.9994352580756103	63200252	63200252	63235964	1.0	0.9896907216494846	288	288	291	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	117743	Flavobacteriia	class	0.9999130545075541	0.9992779469104126	130955610	130944224	131038841	0.9994435169727324	0.9961175818080976	1797	1796	1803	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	186801	Clostridia	class	0.9842193111203753	0.9986985980383762	18640441	18346282	18370189	0.9415807560137457	0.9927536231884058	291	274	276	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	768503	Cytophagia	class	0.999071396299462	0.9966965845583895	15407003	15392696	15443713	0.9962121212121212	0.9850187265917603	264	263	267	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	183939	Methanococci	class	1.0	0.9899483150192047	3219895	3219895	3252589	1.0	0.9795918367346939	96	96	98	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1236	Gammaproteobacteria	class	0.9998346018135126	0.98442454328324	590369230	590271584	599610796	0.9992791679538667	0.9730271733680939	9711	9704	9973	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	28211	Alphaproteobacteria	class	0.9999182078831784	0.9770681198321994	149586543	149574308	153084831	0.9996362313568571	0.997459165154265	2749	2748	2755	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	68337	Deferribacteres	class	1.0	0.9028740199249848	1736057	1736057	1922812	1.0	0.8764044943820225	78	78	89	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	28216	Betaproteobacteria	class	0.9956792854405356	0.8586648826635269	17510761	17435102	20304897	0.9773584905660377	0.9487179487179487	265	259	273	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	188708	Thermotogae	class	1.0	0.7266065145828189	5390996	5390996	7419416	1.0	0.4645669291338583	59	59	127	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	29547	Epsilonproteobacteria	class	0.992126583166463	0.37756623739500367	2537399	2517421	6667495	0.9921875	0.538135593220339	128	127	236	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1051663	Nanohaloarchaea	class		0.0	0	0	1118416		0.0	0	0	3	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	203486	Dictyoglomia	class	0.0		1167572	0	0	0.0		7	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	84998	Coriobacteriia	class	0.0		11437	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1936988	Saprospirales	order	1.0	1.0	4399929	4399929	4399929	1.0	1.0	9	9	9	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	135624	Aeromonadales	order	0.9989999285199674	1.0	10786229	10775442	10775442	0.9956521739130435	1.0	230	229	229	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	69541	Desulfuromonadales	order	1.0	1.0	6842113	6842113	6842113	1.0	1.0	2	2	2	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1970189	Marinilabiliales	order	1.0	1.0	5132065	5132065	5132065	1.0	1.0	1	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2258	Thermococcales	order	0.9991575829204549	1.0	12684928	12674242	12674242	0.9963768115942029	1.0	276	275	275	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	94695	Methanosarcinales	order	1.0	1.0	10937717	10937717	10937717	1.0	1.0	120	120	120	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2419	Thermotogales	order	1.0	1.0	5390996	5390996	5390996	1.0	1.0	59	59	59	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1644055	Haloferacales	order	1.0	1.0	7037507	7037507	7037507	1.0	1.0	118	118	118	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	135618	Methylococcales	order	0.9916873085254115	1.0	5094018	5051673	5051673	0.5	1.0	2	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	136	Spirochaetales	order	0.9980981320433908	1.0	6354805	6342719	6342719	0.9333333333333333	1.0	15	14	14	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	135613	Chromatiales	order	0.9995538070321689	1.0	24558881	24547923	24547923	0.9090909090909091	1.0	11	10	10	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2231	Archaeoglobales	order	1.0	1.0	4186031	4186031	4186031	1.0	1.0	78	78	78	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	191411	Chlorobiales	order	1.0	1.0	6029797	6029797	6029797	1.0	1.0	2	2	2	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	85011	Streptomycetales	order	0.99768938453235	1.0	15430088	15394435	15394435	0.9090909090909091	1.0	33	30	30	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1100069	Bacteroidetes Order II. Incertae sedis	order	1.0	1.0	3480728	3480728	3480728	1.0	1.0	10	10	10	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	213115	Desulfovibrionales	order	0.999244822352893	1.0	19710594	19695709	19695709	0.9090909090909091	1.0	11	10	10	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	135614	Xanthomonadales	order	0.9873348792267979	1.0	3028238	2989885	2989885	0.75	1.0	8	6	6	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2191	Methanomicrobiales	order	1.0	1.0	2358144	2358144	2358144	1.0	1.0	43	43	43	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2037	Actinomycetales	order	1.0	1.0	479122	479122	479122	1.0	1.0	35	35	35	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	213481	Bdellovibrionales	order	1.0	1.0	3830131	3830131	3830131	1.0	1.0	9	9	9	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2266	Thermoproteales	order	1.0	1.0	2221473	2221473	2221473	1.0	1.0	10	10	10	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1962852	Calditrichales	order	1.0	1.0	4978230	4978230	4978230	1.0	1.0	11	11	11	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	32069	Aquificales	order	1.0	1.0	1983735	1983735	1983735	1.0	1.0	11	11	11	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	68933	Thermales	order	0.9951761226183229	1.0	2280116	2269117	2269117	0.5	1.0	2	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	666506	Phycisphaerales	order	1.0	1.0	123116	123116	123116	1.0	1.0	10	10	10	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	84993	Acidimicrobiales	order	1.0	1.0	4830178	4830178	4830178	1.0	1.0	1	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2235	Halobacteriales	order	1.0	1.0	3145869	3145869	3145869	1.0	1.0	8	8	8	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1161	Nostocales	order	1.0	1.0	32567	32567	32567	1.0	1.0	3	3	3	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	2301	Thermoplasmatales	order	1.0	1.0	1584791	1584791	1584791	1.0	1.0	1	1	1	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	91347	Enterobacterales	order	0.9819162663758484	1.0	16239235	15945569	15945569	0.9503386004514672	1.0	443	421	421	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1118	Chroococcales	order	0.9725282275610929	1.0	1484542	1443759	1443759	0.3333333333333333	1.0	3	1	1	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	649776	Synergistales	order	1.0	1.0	1999613	1999613	1999613	1.0	1.0	2	2	2	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1191478	Magnetococcales	order	1.0	1.0	4719539	4719539	4719539	1.0	1.0	1	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	114380	Desulfurococcales	order	1.0	1.0	6033095	6033095	6033095	1.0	1.0	82	82	82	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2024979	Bacteriovoracales	order	1.0	1.0	2293507	2293507	2293507	1.0	1.0	124	124	124	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	186826	Lactobacillales	order	0.97195070738104	1.0	7741443	7524301	7524301	0.9446153846153846	1.0	325	307	307	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	203491	Fusobacteriales	order	1.0	1.0	3132217	3132217	3132217	1.0	1.0	3	3	3	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	31932	Nitrosopumilales	order	1.0	1.0	4619342	4619342	4619342	1.0	1.0	108	108	108	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	204458	Caulobacterales	order	1.0	1.0	773101	773101	773101	1.0	1.0	54	54	54	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	255473	Parvularculales	order	1.0	1.0	2902377	2902377	2902377	1.0	1.0	9	9	9	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1890424	Synechococcales	order	0.9995860056482256	0.9996170033871863	28152558	28140903	28151685	0.9976689976689976	0.9976689976689976	429	428	429	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	204457	Sphingomonadales	order	0.9993954275048497	0.9994810907586023	20569907	20557471	20568144	0.9971098265895953	0.9971098265895953	346	345	346	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	213118	Desulfobacterales	order	1.0	0.9993624903018854	22979501	22979501	22994160	1.0	0.8888888888888888	8	8	9	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	200644	Flavobacteriales	order	0.9999130545075541	0.9992779469104126	130955610	130944224	131038841	0.9994435169727324	0.9961175818080976	1797	1796	1803	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	85008	Micromonosporales	order	1.0	0.9992719068342175	17769118	17769118	17782065	1.0	0.9926470588235294	135	135	136	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	186802	Clostridiales	order	0.9838750862640336	0.9992125325599173	17568156	17284871	17298493	0.9255813953488372	0.995	215	199	200	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	85006	Micrococcales	order	0.9961915293163272	0.9988816175896824	8969217	8935058	8945062	0.9897610921501706	0.9965635738831615	293	290	291	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1150	Oscillatoriales	order	1.0	0.9987370987590206	8346394	8346394	8356948	1.0	0.9966555183946488	298	298	299	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	85007	Corynebacteriales	order	1.0	0.9985916369297874	8490095	8490095	8502069	1.0	0.9696969696969697	32	32	33	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	29	Myxococcales	order	1.0	0.9984637311987129	13682929	13682929	13703982	1.0	0.9925925925925926	268	268	270	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	135619	Oceanospirillales	order	0.9960749479796536	0.9984163394549666	61012185	60772709	60869105	0.9713467048710601	0.9797687861271677	349	339	346	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	204455	Rhodobacterales	order	0.9994325304810929	0.9981712301831389	85504152	85455631	85612196	0.9977753058954394	0.9939058171745152	1798	1794	1805	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1385	Bacillales	order	0.9984557003998424	0.9980527521474312	29162735	29117699	29174509	0.9939577039274925	0.9924585218702866	662	658	663	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	135623	Vibrionales	order	0.9985221442573258	0.9978683404838984	179970881	179704910	180088798	0.9961346066393816	0.9947774750227066	4398	4381	4404	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	72274	Pseudomonadales	order	0.9988011882951805	0.9978152538733096	36076558	36033309	36112205	0.9934533551554828	0.988599348534202	611	607	614	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	204441	Rhodospirillales	order	1.0	0.9977118240472103	13543943	13543943	13575005	1.0	0.9	9	9	10	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	135622	Alteromonadales	order	0.9992814925128004	0.9967189662464959	222032481	221872949	222603318	0.996065808297568	0.9813248766737139	2796	2785	2838	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	768507	Cytophagales	order	0.999071396299462	0.9966965845583895	15407003	15392696	15443713	0.9962121212121212	0.9850187265917603	264	263	267	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	80840	Burkholderiales	order	0.9961847956021467	0.9959807167846741	17461974	17395353	17465552	0.9808429118773946	0.9846153846153847	261	256	260	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	54526	Pelagibacterales	order	1.0	0.993692663341039	1633432	1633432	1643800	1.0	0.967741935483871	30	30	31	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1706369	Cellvibrionales	order	0.9921611166077132	0.9906031680660993	11190752	11103029	11208352	0.9845758354755784	0.982051282051282	389	383	390	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	68295	Thermoanaerobacterales	order	0.9898590393412199	0.9904030620623759	1072285	1061411	1071696	0.9868421052631579	0.9868421052631579	76	75	76	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	2182	Methanococcales	order	1.0	0.9899483150192047	3219895	3219895	3252589	1.0	0.9795918367346939	96	96	98	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1955042	Gloeoemargaritales	order	1.0	0.9896323103975624	2885464	2885464	2915693	1.0	0.9814814814814815	53	53	54	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	72273	Thiotrichales	order	0.9970753979467295	0.988342302215802	19920317	19862058	20096335	0.9887640449438202	0.9713024282560706	445	440	453	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	85010	Pseudonocardiales	order	1.0	0.9808303518105456	5184835	5184835	5286169	1.0	0.9689922480620154	250	250	258	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	191393	Deferribacterales	order	1.0	0.9028740199249848	1736057	1736057	1922812	1.0	0.8764044943820225	78	78	89	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	356	Rhizobiales	order	0.9921434101017486	0.8488932627912062	19927857	19771292	23290669	0.9780439121756487	0.9819639278557114	501	490	499	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	213849	Campylobacterales	order	0.992126583166463	0.6906493432383924	2537399	2517421	3645006	0.9921875	0.635	128	127	200	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	32003	Nitrosomonadales	order	0.5475153486907698	0.007349582386078479	38114	20868	2839345	0.6666666666666666	0.15384615384615385	3	2	13	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1643947	Petrotogales	order		0.0	0	0	2028420		0.0	0	0	68	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	205948	Cenarchaeales	order		0.0	0	0	940174		0.0	0	0	61	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1890940	Nanoarchaeales	order		0.0	0	0	490866		0.0	0	0	1	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	203487	Dictyoglomales	order	0.0		313697	0	0	0.0		23	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	570264	Methanocellales	order	0.0		103659	0	0	0.0		6	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1033996	Nitrososphaerales	order	0.0		515672	0	0	0.0		32	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	85009	Propionibacteriales	order	0.0		20694	0	0	0.0		2	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	85004	Bifidobacteriales	order	0.0		10869	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	206389	Rhodocyclales	order	0.0		10673	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	118969	Legionellales	order	0.0		26826	0	0	0.0		2	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1240482	Orbales	order	0.0		46928	0	0	0.0		4	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1643822	Eggerthellales	order	0.0		11437	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	135625	Pasteurellales	order	0.0		11900	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	85012	Streptosporangiales	order	0.0		22887	0	0	0.0		2	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1235850	Methanomassiliicoccales	order	0.0		25969	0	0	0.0		2	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	118964	Deinococcales	order	0.0		20847	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	2039638	Candidatus Nanopelagicales	order	0.0		10599	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	871006	Acidilobales	order	0.0		490866	0	0	0.0		1	0	0	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1738654	Woeseiaceae	family	1.0	1.0	4059887	4059887	4059887	1.0	1.0	1	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	213483	Bdellovibrionaceae	family	1.0	1.0	3830131	3830131	3830131	1.0	1.0	9	9	9	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1644056	Haloferacaceae	family	1.0	1.0	7037507	7037507	7037507	1.0	1.0	118	118	118	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	188709	Thermotogaceae	family	1.0	1.0	3624396	3624396	3624396	1.0	1.0	57	57	57	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1963268	Haloarculaceae	family	1.0	1.0	3145869	3145869	3145869	1.0	1.0	8	8	8	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	335929	Erythrobacteraceae	family	0.9852395560639291	1.0	10385189	10231899	10231899	0.9395973154362416	1.0	149	140	140	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	213421	Desulfuromonadaceae	family	1.0	1.0	6842113	6842113	6842113	1.0	1.0	2	2	2	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	85023	Microbacteriaceae	family	0.9968400329252952	1.0	3854787	3842606	3842606	0.9933774834437086	1.0	151	150	150	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	81850	Leuconostocaceae	family	1.0	1.0	785668	785668	785668	1.0	1.0	55	55	55	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	89374	Saprospiraceae	family	1.0	1.0	4399929	4399929	4399929	1.0	1.0	9	9	9	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2206	Methanosarcinaceae	family	1.0	1.0	10937717	10937717	10937717	1.0	1.0	120	120	120	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	186828	Carnobacteriaceae	family	0.9259764970164183	1.0	2138537	1980235	1980235	0.8849557522123894	1.0	113	100	100	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2259	Thermococcaceae	family	0.9991575829204549	1.0	12684928	12674242	12674242	0.9963768115942029	1.0	276	275	275	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	213119	Desulfobacteraceae	family	1.0	1.0	15311050	15311050	15311050	1.0	1.0	4	4	4	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2448023	Ilumatobacteraceae	family	1.0	1.0	4830178	4830178	4830178	1.0	1.0	1	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	84642	Aeromonadaceae	family	0.9989999285199674	1.0	10786229	10775442	10775442	0.9956521739130435	1.0	230	229	229	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	666507	Phycisphaeraceae	family	1.0	1.0	123116	123116	123116	1.0	1.0	10	10	10	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	188786	Thermaceae	family	0.9951761226183229	1.0	2280116	2269117	2269117	0.5	1.0	2	1	1	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1643950	Fervidobacteriaceae	family	1.0	1.0	1766600	1766600	1766600	1.0	1.0	2	2	2	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	506	Alcaligenaceae	family	0.9879386623224022	1.0	3964154	3916341	3916341	0.875	1.0	32	28	28	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	72293	Helicobacteraceae	family	0.9883602507632432	1.0	1716360	1696382	1696382	0.987012987012987	1.0	77	76	76	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	194924	Desulfovibrionaceae	family	0.999244822352893	1.0	19710594	19695709	19695709	0.9090909090909091	1.0	11	10	10	False
